YEAR,WEEK,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,TOTAL PATIENTS,ILI percent
2011,8,7839,6425,X,13718,2028,1267,31277,801449,3.902556495
2011,9,6376,4869,X,10496,1740,1146,24627,781629,3.150727519
2011,10,5691,3939,X,8427,1421,899,20377,747993,2.724223355
2011,11,5363,3265,X,6702,1175,804,17309,741807,2.33335625
2011,12,4400,2551,X,5489,978,613,14031,728883,1.925000309
2011,13,4189,2244,X,5025,877,622,12957,739375,1.752426036
2011,14,3701,1985,X,4557,747,508,11498,729089,1.577036548
2011,15,3164,1574,X,3562,641,450,9391,691707,1.35765577
2011,16,3139,1505,X,3064,559,428,8695,662612,1.312230989
2011,17,2895,1324,X,2673,555,383,7830,681240,1.14937467
2011,18,2532,1305,X,2553,524,393,7307,655627,1.114505656
2011,19,2551,1254,X,2595,485,351,7236,651983,1.109844889
2011,20,2353,1131,X,2280,461,305,6530,620485,1.052402556
2011,21,2213,1045,X,2110,405,299,6072,586460,1.035364731
2011,22,2249,1013,X,1980,397,307,5946,531954,1.117765822
2011,23,2040,1037,X,1760,432,278,5547,564322,0.982949451
2011,24,1812,911,X,1599,405,262,4989,539238,0.925194441
2011,25,1604,870,X,1422,308,244,4448,532356,0.835531111
2011,26,1472,750,X,1462,324,210,4218,506732,0.832392665
2011,27,1423,823,X,1269,270,224,4009,468565,0.855591007
2011,28,1255,756,X,1206,316,188,3721,526346,0.706949421
2011,29,1243,733,X,1184,259,178,3597,518011,0.694386799
2011,30,1251,667,X,1188,263,169,3538,514262,0.687976168
2011,31,1088,635,X,1125,203,151,3202,496632,0.644742989
2011,32,1207,704,X,1223,231,158,3523,521671,0.675329853
2011,33,1342,767,X,1358,241,166,3874,531975,0.72822971
2011,34,1505,814,X,1600,305,220,4444,551005,0.806526257
2011,35,1528,887,X,1781,308,213,4717,548228,0.860408443
2011,36,1622,904,X,1809,293,185,4813,514168,0.936075368
2011,37,1788,1022,X,2206,346,205,5567,575887,0.9666827
2011,38,1816,1126,X,2264,374,242,5822,584534,0.996007076
2011,39,2248,1253,X,2514,449,244,6708,605162,1.108463519
2011,40,3106,1765,X,3485,632,377,9365,778182,1.203445981
2011,41,3317,1777,X,3667,672,370,9803,791987,1.237772842
2011,42,3324,1763,X,3837,655,379,9958,794995,1.252586494
2011,43,3453,1773,X,4035,657,380,10298,788840,1.305461184
2011,44,3634,1957,X,4658,760,387,11396,784334,1.452952441
2011,45,3949,2072,X,4348,671,456,11496,797839,1.44089221
2011,46,3923,2166,X,4361,797,474,11721,801594,1.462211543
2011,47,4125,1803,X,3340,679,430,10377,626731,1.655734278
2011,48,4237,2059,X,3955,815,413,11479,782984,1.466058055
2011,49,3995,1938,X,4040,772,442,11187,736905,1.518106133
2011,50,4579,2077,X,4097,838,546,12137,729258,1.664294392
2011,51,5016,2068,X,3535,818,521,11958,645424,1.852735566
2011,52,5243,2315,X,3184,946,668,12356,581697,2.124129916
2012,1,4514,2342,X,3393,1028,715,11992,678631,1.767086974
2012,2,4059,2319,X,3636,918,611,11543,747894,1.543400535
2012,3,4364,2247,X,4030,800,498,11939,724623,1.647615381
2012,4,4766,2303,X,4802,825,513,13209,784244,1.684297234
2012,5,5218,2415,X,5336,915,564,14448,775298,1.863541503
2012,6,5028,2582,X,5555,894,565,14624,784516,1.864079254
2012,7,5277,2937,X,5994,1054,667,15929,789193,2.018390939
2012,8,5246,3009,X,5990,1131,761,16137,767022,2.103850998
2012,9,5219,3141,X,6239,1153,766,16518,788242,2.095549336
2012,10,4811,2832,X,6493,998,629,15763,749198,2.103983193
2012,11,5175,3321,X,6768,1185,701,17150,747570,2.294099549
2012,12,4422,2822,X,5683,988,609,14524,755579,1.922234472
2012,13,3807,2485,X,5256,920,549,13017,747079,1.742386013
2012,14,3582,2306,X,4631,839,572,11930,711808,1.676013757
2012,15,3253,2109,X,4059,767,544,10732,717202,1.496370618
2012,16,3001,1990,X,4020,719,393,10123,732480,1.382017256
2012,17,2638,1831,X,3802,664,435,9370,726772,1.289262657
2012,18,2509,1728,X,3671,636,455,8999,662649,1.358034193
2012,19,2524,1559,X,3468,606,419,8576,655492,1.308330231
2012,20,2465,1547,X,3087,588,375,8062,636347,1.266918835
2012,21,2545,1461,X,3011,483,378,7878,616765,1.277309834
2012,22,2480,1276,X,2601,446,350,7153,550614,1.299095192
2012,23,2336,1281,X,2352,458,338,6765,581700,1.162970603
2012,24,2231,1150,X,2024,428,300,6133,564670,1.086121097
2012,25,2259,1119,X,1974,411,285,6048,572296,1.056795784
2012,26,2168,1058,X,1850,422,288,5786,536380,1.078712853
2012,27,1911,1013,X,1706,388,273,5291,505533,1.046618124
2012,28,1913,964,X,1751,337,220,5185,558637,0.928151913
2012,29,1818,914,X,1640,318,241,4931,546713,0.901935751
2012,30,1752,975,X,1721,372,283,5103,557488,0.915356026
2012,31,1728,1050,X,1706,408,267,5159,541600,0.952548006
2012,32,1660,989,X,1718,375,284,5026,548294,0.916661499
2012,33,1721,986,X,1755,357,232,5051,560110,0.901787149
2012,34,2098,1194,X,2128,425,296,6141,594395,1.033151356
2012,35,1958,1305,X,2335,443,277,6318,600354,1.052379096
2012,36,1886,1317,X,2294,481,318,6296,558585,1.12713374
2012,37,2176,1408,X,2870,513,415,7382,622114,1.186599241
2012,38,2295,1530,X,2972,511,348,7656,630563,1.214153066
2012,39,2421,1546,X,2867,575,398,7807,623572,1.251980525
2012,40,2773,1814,X,3691,702,415,9395,779285,1.205592306
2012,41,2960,1957,X,4007,745,489,10158,769959,1.319291027
2012,42,3202,1902,X,4233,760,488,10585,797444,1.327365934
2012,43,3346,2012,X,4268,771,516,10913,798388,1.366879262
2012,44,3326,2032,X,4422,797,484,11061,734781,1.505346491
2012,45,3733,2330,X,5145,925,541,12674,785871,1.612732879
2012,46,4034,2569,X,5526,897,597,13623,777534,1.752077723
2012,47,4651,2824,X,5387,1105,683,14650,627772,2.333649796
2012,48,5102,3950,X,7018,1498,953,18521,831730,2.226804372
2012,49,6486,4672,X,10857,1791,1071,24877,835762,2.976565099
2012,50,7446,5692,X,12945,2087,1262,29432,811800,3.625523528
2012,51,8546,7437,X,13971,2730,1648,34332,754019,4.553200914
2012,52,9709,9295,X,11391,3639,2554,36588,607171,6.025979502
2013,1,8444,9679,X,9108,4080,2792,34103,687051,4.963678097
2013,2,8297,10877,X,13424,4502,2796,39896,850531,4.69071674
2013,3,8633,8977,X,15992,3523,2316,39441,838326,4.704733004
2013,4,7441,7021,X,13439,2760,1765,32426,778610,4.16460102
2013,5,6609,6421,X,12653,2551,1574,29808,806640,3.695328771
2013,6,5757,5236,X,10816,1971,1207,24987,772086,3.236297511
2013,7,5289,4698,X,9395,1894,1045,22321,771229,2.894211706
2013,8,5099,4357,X,8415,1625,1023,20519,755092,2.717417215
2013,9,4633,4030,X,7981,1619,968,19231,762238,2.522965268
2013,10,4791,3935,X,7709,1536,858,18829,737736,2.55226802
2013,11,4480,3606,X,7065,1352,889,17392,715059,2.43224685
2013,12,3957,3191,X,6095,1270,741,15254,723449,2.108510759
2013,13,3830,2924,X,5204,1124,632,13714,704276,1.947247954
2013,14,3516,2677,X,4299,1106,675,12273,701881,1.748587011
2013,15,3110,2219,X,3929,957,603,10818,722583,1.49712905
2013,16,2707,1757,X,3509,724,491,9188,694415,1.323128101
2013,17,2588,1630,X,3364,582,425,8589,700300,1.226474368
2013,18,2439,1470,X,3142,565,370,7986,667648,1.196139283
2013,19,2422,1474,X,2877,570,361,7704,647130,1.190487228
2013,20,2431,1345,X,2583,565,393,7317,623114,1.174263457
2013,21,2230,1279,X,2219,493,368,6589,581338,1.133419801
2013,22,2109,1147,X,2094,483,357,6190,541528,1.143061855
2013,23,1983,1086,X,1779,460,330,5638,558875,1.008812346
2013,24,1969,1112,X,1713,468,277,5539,541138,1.023583633
2013,25,1877,1040,X,1766,489,302,5474,546643,1.001384816
2013,26,1703,947,X,1581,399,285,4915,540408,0.909498009
2013,27,1594,851,X,1489,321,251,4506,474295,0.950041641
2013,28,1576,862,X,1491,362,219,4510,543833,0.8292987
2013,29,1432,849,X,1405,315,185,4186,521874,0.802109321
2013,30,1416,800,X,1464,332,221,4233,524969,0.806333326
2013,31,1216,852,X,1284,350,184,3886,487617,0.79693694
2013,32,1367,870,X,1338,302,198,4075,523015,0.779136354
2013,33,1364,919,X,1366,331,188,4168,522533,0.797652971
2013,34,1331,892,X,1561,301,232,4317,522965,0.825485453
2013,35,1499,1014,X,1814,410,316,5053,540157,0.935468762
2013,36,1681,1137,X,2035,462,311,5626,539175,1.043446005
2013,37,1926,1217,X,2437,440,354,6374,584196,1.091072174
2013,38,2175,1350,X,2683,537,365,7110,591969,1.201076408
2013,39,2393,1500,X,2963,648,459,7963,631088,1.261789164
2013,40,2974,1840,X,3769,638,456,9677,854487,1.132492361
2013,41,3276,1924,X,3925,762,533,10420,860298,1.211208209
2013,42,3483,2010,X,3880,785,500,10658,848016,1.256815909
2013,43,3930,2292,X,4484,816,514,12036,877917,1.370972427
2013,44,4045,2354,X,4642,930,531,12502,874537,1.42955644
2013,45,4434,2511,X,5062,953,538,13498,878845,1.535879478
2013,46,4643,2716,X,5000,990,578,13927,868987,1.602670696
2013,47,4835,3088,X,5579,1083,583,15168,875411,1.732671854
2013,48,4937,3027,X,4313,1059,639,13975,665926,2.098581524
2013,49,5549,4375,X,6579,1552,865,18920,854664,2.213735456
2013,50,5501,4458,X,7046,1591,802,19398,802651,2.416741523
2013,51,6555,6525,X,8406,2272,939,24697,814891,3.030712083
2013,52,7814,7499,X,7485,2874,1316,26988,615148,4.387236893
2014,1,7488,9135,X,6726,3555,1750,28654,680424,4.211197724
2014,2,6233,8846,X,7881,3565,1622,28147,812343,3.464915682
2014,3,6007,8091,X,9517,3149,1606,28370,855297,3.316976442
2014,4,5878,6818,X,8858,2616,1332,25502,786928,3.240703088
2014,5,5133,6031,X,8714,2403,1203,23484,813726,2.885983734
2014,6,4729,5278,X,7711,2242,1125,21085,804244,2.621716792
2014,7,4210,4470,X,6717,1829,969,18195,777340,2.340674608
2014,8,4250,4306,X,6121,1684,873,17234,812700,2.120585702
2014,9,3953,3691,X,5875,1505,890,15914,832786,1.910935102
2014,10,3775,3472,X,5575,1430,792,15044,790831,1.902302768
2014,11,3616,3210,X,5022,1360,816,14024,794024,1.766193465
2014,12,3798,3285,X,5611,1422,810,14926,803374,1.857914247
2014,13,3523,3256,X,5812,1298,772,14661,805133,1.820941385
2014,14,3582,3153,X,5659,1436,807,14637,797863,1.834525476
2014,15,3574,2943,X,5587,1316,786,14206,809707,1.754461799
2014,16,3130,2516,X,4279,1088,710,11723,773101,1.516360734
2014,17,2846,2504,X,3770,1036,658,10814,770592,1.403336655
2014,18,2501,2084,X,3591,913,559,9648,766139,1.259301511
2014,19,2789,2009,X,3615,834,528,9775,737834,1.324823741
2014,20,2544,1876,X,3256,825,532,9033,708049,1.275759164
2014,21,2733,1742,X,3068,771,483,8797,679395,1.294828487
2014,22,2528,1542,X,2459,625,504,7658,624582,1.226100016
2014,23,2383,1492,X,2349,607,398,7229,631143,1.145382267
2014,24,2227,1413,X,2181,561,401,6783,635233,1.06779717
2014,25,2159,1285,X,2009,528,388,6369,593740,1.072691751
2014,26,2049,1235,X,1917,509,328,6038,596063,1.012980172
2014,27,1865,1075,X,1688,416,308,5352,538049,0.994704943
2014,28,1758,1122,X,1623,441,351,5295,601116,0.880861597
2014,29,1582,1116,X,1621,403,361,5083,592305,0.858172732
2014,30,1455,1128,X,1450,398,334,4765,591814,0.805151619
2014,31,1450,1094,X,1655,417,326,4942,603580,0.818781272
2014,32,1460,1074,X,1528,409,273,4744,605307,0.783734535
2014,33,1528,1107,X,1631,403,311,4980,586778,0.848702576
2014,34,1569,1196,X,1813,412,315,5305,635980,0.834145728
2014,35,1684,1223,X,2184,401,307,5799,640080,0.905980502
2014,36,1753,1284,X,2258,453,302,6050,578913,1.045062039
2014,37,2300,1550,X,3316,568,396,8130,695966,1.168160514
2014,38,2535,1705,X,3650,605,393,8888,696282,1.276494294
2014,39,2522,1820,X,3447,657,428,8874,683887,1.297582788
2014,40,2958,1959,X,3994,712,527,10150,841540,1.206122109
2014,41,3055,2116,X,4437,821,548,10977,828544,1.324854202
2014,42,3442,2321,X,4728,870,580,11941,845727,1.411921341
2014,43,3455,2459,X,4955,892,531,12292,862314,1.425466825
2014,44,3632,2242,X,5102,807,530,12313,855608,1.439093604
2014,45,4277,2349,X,5799,863,565,13853,857601,1.615319945
2014,46,4424,2323,X,5816,911,588,14062,844700,1.664733041
2014,47,4740,2921,X,7322,1049,642,16674,831289,2.00580063
2014,48,5432,3277,X,6848,1165,880,17602,671251,2.622267974
2014,49,6185,4623,X,9106,1767,1224,22905,878430,2.607492913
2014,50,7424,5287,X,13050,1970,1441,29172,853532,3.417798044
2014,51,9270,6920,X,16418,2671,2103,37382,837119,4.465553882
2014,52,10363,8982,X,13951,3718,3519,40533,662849,6.114967361
2014,53,9732,9348,X,9406,4288,4117,36891,694773,5.309791831
2015,1,7160,8072,X,9589,3614,3048,31483,771835,4.078980611
2015,2,7044,6946,X,11966,2909,2339,31204,792459,3.937616962
2015,3,7840,6451,X,13949,2951,2030,33221,800359,4.150762345
2015,4,7118,5844,X,13159,2585,1915,30621,789407,3.878987645
2015,5,6656,5380,X,12093,2368,1654,28151,814097,3.457941744
2015,6,6429,4884,X,10328,2072,1505,25218,823153,3.063585992
2015,7,5537,4295,X,8164,1842,1271,21109,746836,2.826457214
2015,8,4823,4061,X,7280,1765,1249,19178,812660,2.359904511
2015,9,4639,3914,X,7116,1696,1076,18441,789858,2.334723457
2015,10,4710,3654,X,6748,1654,1067,17833,805881,2.21285773
2015,11,4559,3482,X,6084,1573,997,16695,804117,2.076190405
2015,12,4418,3284,X,6003,1486,931,16122,801027,2.01266624
2015,13,4174,2968,X,5623,1321,889,14975,771143,1.941922575
2015,14,3903,2931,X,4634,1387,878,13733,785602,1.748086181
2015,15,3448,2448,X,4214,1160,774,12044,800974,1.503669283
2015,16,3182,2052,X,4011,975,640,10860,756827,1.434938236
2015,17,3203,2122,X,4280,888,602,11095,761638,1.456728787
2015,18,3106,2074,X,4079,846,589,10694,748690,1.428361538
2015,19,2805,1810,X,3641,813,602,9671,714799,1.352967757
2015,20,2754,1768,X,3296,736,470,9024,678023,1.330928302
2015,21,2593,1461,X,2714,652,493,7913,616171,1.284221426
2015,22,2211,1334,X,2345,594,462,6946,609891,1.138892032
2015,23,2109,1320,X,2284,575,456,6744,611184,1.103432027
2015,24,1734,1167,X,2046,495,408,5850,602628,0.970748123
2015,25,1897,1170,X,1921,496,429,5913,592081,0.998680924
2015,26,1678,1043,X,1701,430,380,5232,534938,0.97805727
2015,27,1546,1081,X,1675,443,371,5116,590468,0.866431373
2015,28,1487,1028,X,1609,405,341,4870,588337,0.827756881
2015,29,1383,1011,X,1498,413,321,4626,580010,0.797572456
2015,30,1415,999,X,1459,432,300,4605,567663,0.811220742
2015,31,1392,1026,X,1590,420,325,4753,578812,0.821164731
2015,32,1330,1062,X,1667,400,291,4750,579668,0.819434573
2015,33,1429,1134,X,1815,436,359,5173,609994,0.848041128
2015,34,1687,1151,X,2033,423,354,5648,635661,0.888523914
2015,35,1636,1230,X,2292,481,324,5963,619323,0.962825537
2015,36,1714,1297,X,2169,461,329,5970,583853,1.022517654
2015,37,1993,1392,X,2744,536,397,7062,651524,1.083920163
2015,38,2178,1520,X,2947,627,432,7704,654414,1.177236428
2015,39,2170,1654,X,2746,652,404,7626,650904,1.171601342
2015,40,2868,2059,X,3753,899,626,10205,814503,1.252911285
2015,41,3014,2094,X,4001,910,678,10697,809033,1.322195757
2015,42,3261,2357,X,4360,951,653,11582,827238,1.400080751
2015,43,3138,2255,X,4147,926,693,11159,821596,1.358210118
2015,44,3592,2458,X,4798,937,694,12479,848307,1.471047628
2015,45,3753,2513,X,4729,943,742,12680,826121,1.534884115
2015,46,3961,2659,X,5078,1025,769,13492,838073,1.609883626
2015,47,3972,2427,X,4066,981,703,12149,638819,1.901790648
2015,48,4467,3009,X,5076,1232,829,14613,840747,1.738097192
2015,49,4586,2902,X,5379,1252,873,14992,823133,1.821333855
2015,50,5137,2963,X,5105,1252,943,15400,781499,1.970571939
2015,51,5366,2874,X,4307,1252,1006,14805,611577,2.420790841
2015,52,5697,3263,X,4007,1521,1178,15666,649067,2.413618317
2016,1,4775,3594,X,4490,1631,1158,15648,784274,1.995221058
2016,2,4569,3179,X,5360,1378,1021,15507,778006,1.993172289
2016,3,4764,3205,X,5355,1291,950,15565,738719,2.107025811
2016,4,5085,3608,X,6876,1551,1004,18124,829706,2.184388205
2016,5,5130,3755,X,7347,1625,1070,18927,821321,2.304458306
2016,6,5640,4590,X,8415,1912,1175,21732,811046,2.679502766
2016,7,5993,5625,X,9302,2337,1361,24618,827036,2.976653979
2016,8,6298,5984,X,10117,2609,1389,26397,846437,3.118601857
2016,9,6541,6351,X,11316,2588,1432,28228,850097,3.320562242
2016,10,6628,7309,X,11801,2966,1615,30319,845684,3.585145279
2016,11,5557,6006,X,9313,2482,1463,24821,802223,3.094027471
2016,12,5172,4963,X,8472,1993,1274,21874,784396,2.788642471
2016,13,4565,4458,X,7374,1945,1195,19537,773450,2.525955136
2016,14,3706,3851,X,6376,1651,1127,16711,788495,2.119353959
2016,15,3567,3513,X,6600,1534,1035,16249,791886,2.051936769
2016,16,3514,3233,X,6386,1373,941,15447,773326,1.997475838
2016,17,3156,2981,X,5556,1235,898,13826,775528,1.782785406
2016,18,2767,2584,X,4719,1034,745,11849,738655,1.604131834
2016,19,2859,2278,X,4041,847,664,10689,728549,1.467162813
2016,20,2679,1992,X,3620,839,643,9773,685698,1.425263017
2016,21,2604,1709,X,3122,717,618,8770,632621,1.38629606
2016,22,2543,1634,X,2616,661,531,7985,595186,1.341597417
2016,23,2291,1459,X,2312,617,517,7196,628873,1.144269193
2016,24,2188,1350,X,2166,545,466,6715,613827,1.09395644
2016,25,2060,1176,X,1900,493,386,6015,599801,1.002832606
2016,26,1873,1143,X,1810,469,383,5678,570255,0.995694908
2016,27,1647,985,X,1647,463,383,5125,550289,0.931328811
2016,28,1609,1064,X,1598,421,383,5075,599113,0.847085608
2016,29,1669,990,X,1614,382,374,5029,595627,0.844320355
2016,30,1576,1031,X,1622,362,323,4914,589939,0.832967476
2016,31,1454,967,X,1493,356,314,4584,577036,0.794404509
2016,32,1511,1011,X,1632,381,318,4853,581712,0.834261628
2016,33,1654,1033,X,1916,374,305,5282,615568,0.858069295
2016,34,1840,1228,X,2356,461,349,6234,618158,1.008480033
2016,35,1809,1237,X,2636,454,337,6473,608344,1.064036137
2016,36,1879,1276,X,2585,468,379,6587,596229,1.104776856
2016,37,2017,1504,X,3052,575,451,7599,660531,1.150438057
2016,38,2342,1540,X,3278,614,436,8210,671515,1.222608579
2016,39,2396,1641,X,3297,634,482,8450,647311,1.305400341
2016,40,3106,2141,X,4135,827,638,10847,855942,1.267258763
2016,41,3190,2141,X,4030,871,673,10905,833006,1.30911422
2016,42,3536,2213,X,4381,952,668,11750,859439,1.36717091
2016,43,3744,2373,X,4651,961,678,12407,848133,1.462860188
2016,44,4273,2419,X,5140,1008,694,13534,845206,1.601266437
2016,45,4659,2508,X,5065,1037,730,13999,827713,1.691286714
2016,46,4936,2639,X,5493,1073,818,14959,848875,1.762214696
2016,47,5007,2630,X,4561,1119,869,14186,679948,2.086336014
2016,48,5237,3383,X,5655,1429,1063,16767,850551,1.971310362
2016,49,5426,3210,X,5762,1457,1034,16889,801017,2.10844464
2016,50,5591,3454,X,6475,1506,1013,18039,757089,2.382678919
2016,51,6164,3880,X,6975,1861,1333,20213,667006,3.030407523
2016,52,6860,4610,X,6227,2274,1755,21726,584441,3.717398334
